DATE,cloud_cover,wind_speed,wind_gust,humidity,pressure,precipitation,sunshine,temp_mean,picnic_weather
20050106,4,5.0,13.0,0.86,1.0261,0.03,5.1,7.7,False
20050107,8,8.0,18.0,0.83,1.0214,0.0,0.0,11.2,False
20050108,5,8.8,24.0,0.69,1.0128,0.0,1.8,9.1,False
20050109,4,5.9,12.0,0.85,1.021,0.03,2.7,7.5,False
20050110,6,6.2,14.0,0.83,1.0176,0.19,3.2,11.3,False
20050111,7,5.3,14.0,0.89,1.0198,0.07,3.1,10.1,False
20050112,4,5.2,15.0,0.79,1.0194,0.03,4.5,7.9,False
20050113,4,4.0,11.0,0.78,1.0254,0.0,1.5,5.6,False
20050114,2,2.0,5.0,0.9,1.0306,0.01,6.7,2.9,False
20050115,3,2.9,6.0,0.9,1.0286,0.0,6.5,0.3,False
20050116,2,3.1,8.0,0.84,1.0234,0.0,7.0,1.2,False
20050117,8,5.5,13.0,0.92,1.0137,0.78,0.0,6.3,False
20050118,7,3.9,15.0,0.9,0.9958,1.05,0.8,4.7,False
20050119,6,4.8,13.0,0.82,1.0073,0.04,5.8,5.5,False
20050120,8,7.0,17.0,0.86,1.0021,1.16,0.0,9.6,False
20050121,6,5.4,16.0,0.75,1.0078,0.08,2.0,5.8,False
20050122,5,2.6,12.0,0.85,1.0167,0.09,4.5,3.9,False
20050123,4,3.3,14.0,0.88,1.0204,0.2,4.5,1.6,False
20050124,4,3.3,13.0,0.86,1.023,0.1,5.6,0.6,False
20050125,4,3.2,10.0,0.8,1.0267,0.04,4.5,-0.3,False
20050126,4,2.8,8.0,0.81,1.0301,0.0,7.3,-0.8,False
20050127,8,1.2,4.0,0.94,1.0198,0.14,0.0,1.3,False
20050128,8,1.8,6.0,0.97,1.0149,0.0,0.2,2.0,False
20050129,7,2.0,6.0,0.9,1.0248,0.02,2.0,1.2,False
20050130,8,2.3,7.0,0.96,1.0286,0.11,0.3,5.9,False
20050131,7,3.9,12.0,0.95,1.0248,0.56,0.0,6.5,False
20050201,6,3.3,11.0,0.85,1.0277,0.04,1.7,4.6,False
20050202,8,3.2,10.0,0.94,1.0302,0.37,2.5,6.2,False
20050203,8,2.3,8.0,0.9,1.0331,0.04,2.4,6.5,False
20050204,6,1.7,6.0,0.91,1.0313,0.0,2.7,5.5,False
20050205,4,3.5,9.0,0.78,1.0227,0.0,7.5,2.3,False
20050206,3,3.0,7.0,0.79,1.0253,0.0,7.3,2.5,False
20050207,0,2.2,5.0,0.84,1.0264,0.0,8.2,-0.8,False
20050208,0,1.6,4.0,0.91,1.0276,0.0,8.3,-0.4,False
20050209,7,3.9,12.0,0.9,1.0266,0.02,2.1,5.2,False
20050210,8,5.4,14.0,0.94,1.0204,1.96,0.0,7.4,False
20050211,8,1.5,6.0,0.91,1.0185,0.23,2.2,6.6,False
20050212,8,7.2,20.0,0.9,0.9986,2.46,0.2,8.1,False
20050213,7,4.8,21.0,0.87,0.9979,1.04,2.3,3.5,False
20050214,6,4.9,15.0,0.84,1.0066,0.22,3.4,3.6,False
20050215,8,4.6,12.0,0.81,1.0188,0.0,0.9,1.7,False
20050216,5,3.5,9.0,0.73,1.0265,0.0,5.3,0.0,False
20050217,8,0.9,3.0,0.78,1.0269,0.0,0.5,0.6,False
20050218,7,3.7,10.0,0.86,1.0181,0.3,0.0,1.8,False
20050219,6,2.6,13.0,0.92,1.0093,0.43,4.7,2.4,False
20050220,7,3.1,9.0,0.89,1.0076,0.02,6.1,2.2,False
20050221,7,4.3,10.0,0.84,1.0101,0.07,2.6,1.8,False
20050222,6,5.4,13.0,0.78,1.0135,0.02,2.4,0.2,False
20050223,8,2.8,8.0,0.87,1.0117,0.03,0.1,-0.3,False
20050224,5,2.5,8.0,0.84,1.0137,0.04,3.3,0.0,False
20050225,7,2.1,5.0,0.86,1.0187,0.0,3.4,0.0,False
20050226,8,3.0,13.0,0.87,1.0164,0.02,0.2,1.2,False
20050227,3,4.4,13.0,0.63,1.0251,0.0,7.6,-2.4,False
20050228,2,2.7,9.0,0.63,1.023,0.0,9.9,-3.1,False
20050301,8,5.8,12.0,0.83,1.0068,0.2,0.0,-1.3,False
20050302,8,3.0,9.0,0.9,1.0028,0.61,0.0,-0.7,False
20050303,6,3.9,10.0,0.87,1.0132,0.0,0.1,-2.4,False
20050304,6,2.6,8.0,0.89,1.0114,0.08,3.6,-5.5,False
20050305,5,3.1,9.0,0.87,1.0078,0.13,1.5,-1.6,False
20050306,5,3.2,11.0,0.83,1.0232,0.17,5.8,-1.1,False
20050307,8,2.9,9.0,0.9,1.0223,0.18,1.5,3.5,False
20050308,8,3.7,12.0,0.89,1.0234,0.11,2.9,4.9,False
20050309,7,2.8,9.0,0.88,1.0283,0.03,3.0,4.4,False
20050310,5,2.1,7.0,0.86,1.0281,0.0,5.2,2.7,False
20050311,8,5.8,16.0,0.88,1.0079,0.43,0.0,4.5,False
20050312,7,5.3,16.0,0.88,1.0022,0.38,2.8,3.6,False
20050313,7,4.0,12.0,0.8,1.0098,0.0,3.1,4.5,False
20050314,7,2.8,8.0,0.85,1.0136,0.01,0.0,4.0,False
20050315,6,4.8,13.0,0.74,1.0187,0.0,4.9,8.1,False
20050316,4,5.5,14.0,0.72,1.0194,0.1,6.7,13.9,False
20050317,8,6.7,15.0,0.88,1.0226,0.0,0.6,11.1,False
20050318,8,3.7,9.0,0.9,1.0267,0.0,0.3,9.4,False
20050319,8,1.9,6.0,0.93,1.0257,0.01,0.0,9.5,False
20050320,6,3.3,7.0,0.75,1.0229,0.0,8.5,7.8,False
20050321,3,4.8,11.0,0.59,1.0152,0.0,11.0,9.9,False
20050322,8,4.1,10.0,0.67,1.01,0.17,1.5,12.2,False
20050323,2,2.8,7.0,0.77,1.0176,0.0,10.9,12.1,False
20050324,5,3.3,8.0,0.81,1.0149,1.09,6.5,12.8,False
20050325,8,2.4,6.0,0.91,1.0163,0.02,3.2,10.4,False
20050326,7,2.2,7.0,0.88,1.0086,0.05,3.6,10.8,False
20050327,6,3.0,7.0,0.88,1.006,1.06,0.9,11.6,False
20050328,8,2.2,6.0,0.95,1.0115,0.0,0.1,10.4,False
20050329,8,2.4,8.0,0.88,1.0135,0.0,0.8,10.4,False
20050330,8,3.9,8.0,0.82,1.0156,0.01,2.0,11.8,False
20050331,4,3.0,7.0,0.67,1.0239,0.14,8.0,11.1,False
20050401,0,2.6,7.0,0.63,1.0257,0.0,10.5,10.2,False
20050402,1,3.5,10.0,0.54,1.0222,0.0,12.0,10.8,False
20050403,3,2.5,7.0,0.63,1.0213,0.0,9.8,13.8,True
20050404,4,3.3,12.0,0.78,1.0208,0.3,6.9,11.8,False
20050405,4,3.3,10.0,0.69,1.0241,0.02,9.3,9.0,False
20050406,7,4.3,14.0,0.79,1.0137,0.15,1.5,8.8,False
20050407,5,6.7,18.0,0.72,1.0002,0.03,7.2,9.1,False
20050408,7,3.6,15.0,0.84,1.004,0.73,2.7,6.4,False
20050409,6,3.9,10.0,0.8,1.0185,0.49,4.3,4.8,False
20050410,6,2.8,9.0,0.87,1.024,0.14,4.9,7.8,False
20050411,2,2.4,9.0,0.75,1.0284,0.0,12.1,10.4,False
20050412,4,1.7,7.0,0.74,1.0213,0.0,8.9,9.9,False
20050413,8,3.3,9.0,0.9,1.0095,0.82,0.1,10.5,False
20050414,8,3.6,8.0,0.8,1.0039,0.23,2.5,12.4,False
20050415,7,3.5,14.0,0.8,1.0041,0.0,3.4,10.7,False
20050416,8,3.5,11.0,0.94,1.0066,0.46,0.0,7.8,False
20050417,5,2.3,6.0,0.89,1.0016,0.0,7.4,11.6,False
20050418,6,2.8,9.0,0.87,1.0007,0.14,2.9,10.5,False
20050419,8,1.9,8.0,0.92,1.0051,0.83,0.3,8.6,False
20050420,5,2.8,8.0,0.76,1.013,0.26,4.6,8.8,False
20050421,0,2.5,7.0,0.61,1.0202,0.0,13.2,8.3,False
20050422,0,1.8,7.0,0.67,1.0165,0.0,13.2,8.9,False
20050423,0,2.3,8.0,0.6,1.0115,0.0,12.9,11.2,True
20050424,2,3.1,9.0,0.66,1.0093,0.0,9.3,12.6,True
20050425,4,3.6,10.0,0.63,1.0084,0.0,7.2,12.7,True
20050426,7,1.9,9.0,0.87,1.0126,0.53,0.8,10.6,False
20050427,5,4.0,12.0,0.77,1.0152,0.29,9.3,11.4,False
20050428,6,2.8,9.0,0.72,1.0196,0.03,3.6,12.9,False
20050429,7,2.2,6.0,0.84,1.0191,0.84,3.0,14.2,False
20050430,6,1.6,4.0,0.87,1.0158,0.0,1.0,15.1,True
20050501,4,2.7,9.0,0.77,1.0098,0.0,8.6,19.6,True
20050502,7,1.3,11.0,0.92,1.012,0.3,1.6,15.1,False
20050503,7,1.9,9.0,0.89,1.012,0.18,4.1,13.8,False
20050504,8,3.2,11.0,0.87,1.0139,0.02,0.1,11.8,False
20050505,7,3.3,9.0,0.74,1.0182,0.45,4.4,9.8,False
20050506,6,4.0,12.0,0.73,1.0137,0.02,8.5,10.4,False
20050507,6,3.3,14.0,0.8,1.0077,0.7,3.9,8.5,False
20050508,5,3.4,12.0,0.77,1.0103,0.2,9.2,7.7,False
20050509,5,3.5,11.0,0.75,1.0129,0.31,8.4,7.9,False
20050510,5,3.1,12.0,0.76,1.0187,0.03,6.3,8.0,False
20050511,4,3.0,9.0,0.72,1.0247,0.01,9.0,8.2,False
20050512,2,3.5,11.0,0.7,1.0241,0.0,12.4,8.9,False
20050513,4,4.8,10.0,0.64,1.0199,0.0,10.7,11.8,True
20050514,1,4.8,12.0,0.73,1.0146,0.0,13.2,10.9,False
20050515,5,2.9,9.0,0.83,1.015,0.46,5.8,10.7,False
20050516,7,2.3,10.0,0.82,1.0146,0.1,0.1,9.1,False
20050517,6,1.9,8.0,0.76,1.0184,0.14,3.3,6.7,False
20050518,3,1.2,6.0,0.68,1.0226,0.0,10.1,8.3,False
20050519,7,4.0,10.0,0.65,1.0201,0.36,3.3,13.3,False
20050520,8,3.5,11.0,0.78,1.0141,0.22,2.5,16.5,False
20050521,6,3.4,10.0,0.75,1.0111,0.35,9.5,15.6,False
20050522,4,3.5,12.0,0.73,1.0103,0.19,9.8,14.6,False
20050523,3,3.5,12.0,0.76,1.0169,0.0,10.0,12.4,False
20050524,7,4.1,13.0,0.73,1.0208,0.0,1.7,13.6,True
20050525,5,3.5,11.0,0.71,1.0228,0.0,7.6,17.4,True
20050526,5,2.9,11.0,0.62,1.0179,0.0,9.2,20.6,True
20050527,1,2.3,7.0,0.58,1.0145,0.0,14.0,22.6,True
20050528,1,3.4,10.0,0.64,1.0153,0.0,13.6,19.7,True
20050529,5,2.2,9.0,0.73,1.02,0.81,6.2,14.2,False
20050530,7,2.0,6.0,0.89,1.0208,0.55,2.5,10.3,False
20050531,3,3.0,10.0,0.77,1.0252,0.02,11.4,11.8,False
20050601,4,1.6,8.0,0.66,1.0226,0.0,11.0,13.5,True
20050602,7,3.4,10.0,0.88,1.0154,0.1,1.5,15.6,False
20050603,6,3.1,11.0,0.81,1.0089,0.77,4.6,17.3,False
20050604,7,5.0,12.0,0.81,1.0111,0.56,3.9,14.3,False
20050605,8,3.5,10.0,0.84,1.0157,0.11,1.9,14.3,False
20050606,7,3.3,9.0,0.7,1.0226,0.0,2.2,11.7,False
20050607,7,3.6,10.0,0.63,1.0337,0.0,3.2,10.8,False
20050608,2,2.2,8.0,0.69,1.0365,0.0,13.7,11.7,False
20050609,2,1.8,7.0,0.67,1.0307,0.0,12.6,13.2,True
20050610,6,2.8,9.0,0.74,1.0219,0.0,6.2,12.8,True
20050611,7,3.0,10.0,0.69,1.0157,0.0,4.9,11.3,False
20050612,8,2.7,9.0,0.77,1.0087,0.52,1.7,11.8,False
20050613,4,3.3,10.0,0.74,1.0063,0.02,8.9,11.9,False
20050614,1,2.5,8.0,0.7,1.0118,0.0,13.3,14.2,True
20050615,4,3.0,10.0,0.72,1.0174,0.0,7.8,16.3,True
20050616,7,4.2,12.0,0.73,1.0216,0.0,5.5,18.0,True
20050617,8,3.0,8.0,0.85,1.0259,0.01,0.7,18.9,False
20050618,2,2.6,8.0,0.63,1.0267,0.0,13.0,20.0,True
20050619,0,2.8,6.0,0.51,1.0199,0.0,15.3,22.5,True
20050620,3,2.5,8.0,0.56,1.015,0.0,13.3,25.2,True
20050621,4,2.5,8.0,0.67,1.0183,0.0,7.9,20.3,True
20050622,1,1.5,6.0,0.68,1.0227,0.0,12.4,19.6,True
20050623,2,2.0,6.0,0.6,1.0188,0.0,13.5,23.5,True
20050624,2,1.8,7.0,0.61,1.013,0.0,11.7,25.6,True
20050625,6,3.5,14.0,0.83,1.0175,0.28,2.0,18.6,False
20050626,2,2.8,7.0,0.69,1.0249,0.0,12.6,17.2,True
20050627,0,2.5,8.0,0.66,1.0224,0.0,14.8,17.5,True
20050628,1,3.1,8.0,0.65,1.0173,0.0,14.6,18.7,True
20050629,7,2.5,10.0,0.72,1.0091,1.08,3.8,19.1,False
20050630,7,2.0,13.0,0.87,1.0082,1.74,3.4,17.4,False
20050701,5,2.6,9.0,0.83,1.0135,0.02,5.7,16.6,False
20050702,8,2.0,6.0,0.88,1.0189,0.04,0.6,17.7,False
20050703,5,2.1,8.0,0.78,1.0164,0.0,7.1,20.0,True
20050704,6,4.0,15.0,0.83,1.0062,3.35,4.3,17.2,False
20050705,6,3.3,8.0,0.78,1.0122,0.04,6.0,14.8,False
20050706,7,3.0,10.0,0.87,1.0066,0.79,1.5,14.9,False
20050707,5,1.7,5.0,0.78,1.01,0.0,7.6,15.2,True
20050708,7,1.5,5.0,0.88,1.0159,0.23,0.9,14.8,False
20050709,5,2.3,7.0,0.84,1.0218,0.0,8.6,16.9,True
20050710,4,3.5,12.0,0.72,1.0263,0.0,12.1,21.8,True
20050711,7,3.6,9.0,0.76,1.0292,0.0,7.2,20.1,True
20050712,3,2.8,6.0,0.79,1.0283,0.0,11.2,20.1,True
20050713,3,2.4,6.0,0.81,1.0244,0.0,10.6,19.6,True
20050714,2,1.3,6.0,0.72,1.0195,0.0,12.4,21.3,True
20050715,4,2.8,9.0,0.74,1.014,0.0,6.1,20.3,True
20050716,4,2.1,8.0,0.76,1.0162,0.0,8.2,16.8,True
20050717,5,1.3,5.0,0.74,1.0162,0.0,4.2,17.7,True
20050718,5,2.5,11.0,0.72,1.0092,0.13,5.5,20.0,False
20050719,7,4.3,11.0,0.69,1.0142,0.23,5.4,17.9,False
20050720,6,4.6,13.0,0.74,1.0169,0.5,6.1,16.3,False
20050721,6,4.3,11.0,0.83,1.0159,0.01,2.4,15.3,False
20050722,8,2.8,8.0,0.78,1.013,0.55,0.5,14.7,False
20050723,7,2.4,9.0,0.79,1.0101,0.0,3.6,14.7,True
20050724,8,2.0,6.0,0.85,1.0062,0.34,0.9,16.9,False
20050725,7,2.4,9.0,0.91,1.0038,1.36,1.0,17.3,False
20050726,8,1.8,7.0,0.76,1.0118,0.06,0.4,15.3,False
20050727,8,2.1,6.0,0.91,1.0103,0.41,0.3,17.9,False
20050728,6,1.4,5.0,0.86,1.0099,0.01,4.7,22.0,False
20050729,7,2.1,12.0,0.87,1.0112,2.05,3.0,20.9,False
20050730,6,3.5,11.0,0.82,1.0119,3.78,7.5,17.5,False
20050731,7,3.6,12.0,0.87,1.012,1.95,0.2,14.8,False
20050801,6,2.2,7.0,0.74,1.0191,0.0,6.1,15.5,True
20050802,2,1.7,7.0,0.77,1.0217,0.0,11.8,14.9,True
20050803,4,2.3,8.0,0.84,1.0205,0.37,7.1,15.3,False
20050804,4,2.9,10.0,0.74,1.0236,0.0,13.0,16.5,True
20050805,6,3.2,12.0,0.9,1.0174,0.53,0.8,14.7,False
20050806,4,2.5,13.0,0.84,1.0175,0.17,7.5,13.6,False
20050807,6,2.9,12.0,0.85,1.0143,1.21,9.5,13.4,False
20050808,7,3.0,10.0,0.8,1.0158,0.35,3.9,15.5,False
20050809,7,3.0,9.0,0.7,1.015,0.0,4.1,14.6,False
20050810,7,3.1,10.0,0.78,1.0137,0.01,4.0,15.5,False
20050811,7,2.1,6.0,0.85,1.0144,0.01,2.9,16.1,False
20050812,6,2.2,12.0,0.92,1.0137,4.0,3.2,14.1,False
20050813,7,2.6,9.0,0.8,1.0161,0.06,3.7,15.8,False
20050814,7,3.9,12.0,0.86,1.0115,1.26,5.5,15.9,False
20050815,8,2.9,9.0,0.82,1.0221,0.01,0.2,15.1,False
20050816,4,1.0,5.0,0.79,1.0233,0.0,7.8,16.0,True
20050817,0,2.1,8.0,0.75,1.0207,0.0,12.5,17.3,True
20050818,1,2.3,9.0,0.78,1.0146,0.0,11.7,20.3,True
20050819,5,2.2,12.0,0.88,1.0124,0.01,3.0,18.9,False
20050820,8,1.5,8.0,0.87,1.0173,0.09,0.8,17.6,False
20050821,6,1.9,7.0,0.81,1.0204,0.0,6.8,17.9,True
20050822,5,1.3,5.0,0.84,1.016,0.0,4.6,16.9,True
20050823,6,2.1,10.0,0.89,1.0157,0.1,3.1,15.1,False
20050824,5,3.5,11.0,0.78,1.0112,0.08,5.9,15.6,False
20050825,7,3.8,12.0,0.83,1.0038,1.28,3.1,14.8,False
20050826,6,3.7,12.0,0.76,1.0141,0.02,6.4,14.2,False
20050827,7,2.0,7.0,0.84,1.0182,0.0,1.6,15.1,True
20050828,3,2.2,8.0,0.78,1.0221,0.0,11.2,16.3,True
20050829,0,2.1,9.0,0.74,1.0237,0.0,12.1,18.1,True
20050830,0,1.9,6.0,0.72,1.0253,0.0,12.3,18.9,True
20050831,0,3.3,9.0,0.69,1.0154,0.0,11.7,22.5,True
20050901,5,3.0,11.0,0.8,1.015,0.03,2.7,19.7,False
20050902,4,1.8,5.0,0.85,1.0251,0.0,4.6,18.5,True
20050903,4,3.0,7.0,0.83,1.0293,0.0,5.4,18.0,True
20050904,0,3.1,8.0,0.72,1.0236,0.0,12.2,19.0,True
20050905,1,2.9,8.0,0.67,1.0146,0.0,12.5,20.5,True
20050906,3,1.5,5.0,0.83,1.0106,0.0,8.0,19.3,True
20050907,3,1.8,7.0,0.82,1.0123,0.0,7.8,18.9,True
20050908,1,2.2,7.0,0.75,1.0135,0.0,10.5,20.4,True
20050909,7,1.7,5.0,0.83,1.011,0.04,2.5,20.8,False
20050910,6,1.5,8.0,0.88,1.0102,1.67,6.3,20.6,False
20050911,8,2.1,6.0,0.93,1.0116,0.45,0.0,18.1,False
20050912,4,3.1,10.0,0.8,1.0195,0.0,6.2,16.9,True
20050913,2,1.0,5.0,0.84,1.0248,0.0,9.8,15.4,True
20050914,6,3.0,11.0,0.92,1.0202,0.08,1.1,16.3,False
20050915,7,2.0,12.0,0.94,1.0133,1.71,0.4,14.7,False
20050916,6,4.0,14.0,0.82,1.0126,0.54,7.0,11.6,False
20050917,2,1.5,8.0,0.83,1.0229,0.0,9.1,9.8,False
20050918,2,1.1,5.0,0.82,1.0278,0.0,9.2,10.7,True
20050919,0,1.0,4.0,0.78,1.0265,0.0,11.2,11.6,True
20050920,1,1.0,5.0,0.83,1.0249,0.0,9.1,12.3,True
20050921,1,0.9,4.0,0.81,1.0236,0.0,10.0,13.1,True
20050922,0,1.5,6.0,0.82,1.0204,0.0,10.6,13.5,True
20050923,3,2.1,8.0,0.81,1.0148,0.0,8.5,14.8,True
20050924,6,1.6,6.0,0.84,1.0168,0.04,4.6,15.3,False
20050925,5,2.9,9.0,0.84,1.0126,0.01,4.3,15.4,False
20050926,6,3.2,9.0,0.85,1.0168,0.58,2.6,14.8,False
20050927,7,3.5,10.0,0.89,1.0157,0.05,0.0,14.2,False
20050928,5,3.4,9.0,0.78,1.0179,0.1,8.3,13.2,False
20050929,5,3.8,15.0,0.84,1.016,0.51,6.1,11.7,False
20050930,8,3.6,10.0,0.9,1.0192,0.52,0.1,12.4,False
20051001,5,3.0,10.0,0.84,1.0122,0.4,5.2,13.5,False
20051002,5,2.0,7.0,0.9,1.0205,0.99,7.8,11.1,False
20051003,3,1.8,6.0,0.87,1.0295,0.0,8.1,11.1,False
20051004,3,3.6,10.0,0.82,1.0291,0.0,7.8,12.2,False
20051005,2,2.5,7.0,0.89,1.0261,0.0,7.4,13.6,True
20051006,5,1.8,4.0,0.95,1.0241,0.0,3.0,12.9,True
20051007,3,1.7,5.0,0.9,1.0197,0.0,8.5,13.5,True
20051008,6,2.3,6.0,0.93,1.0174,0.0,2.1,13.9,False
20051009,6,1.6,6.0,0.9,1.0211,0.0,1.5,13.8,False
20051010,1,3.3,8.0,0.83,1.02,0.0,8.7,15.8,True
20051011,0,3.3,8.0,0.82,1.0157,0.0,8.6,15.1,True
20051012,0,3.2,8.0,0.82,1.015,0.0,8.5,15.2,True
20051013,2,2.1,6.0,0.83,1.0183,0.0,8.1,14.7,True
20051014,4,1.7,4.0,0.92,1.0263,0.0,3.2,15.0,True
20051015,0,2.8,8.0,0.83,1.0288,0.0,9.3,13.3,True
20051016,0,4.1,11.0,0.71,1.0262,0.0,9.4,11.3,False
20051017,0,4.5,13.0,0.72,1.0253,0.0,9.1,8.8,False
20051018,1,5.3,13.0,0.69,1.0203,0.0,9.3,9.4,False
20051019,6,4.2,9.0,0.87,1.0128,0.19,1.1,9.8,False
20051020,4,4.0,13.0,0.87,1.009,0.45,5.9,12.0,False
20051021,7,3.5,11.0,0.93,1.0011,0.65,0.3,12.1,False
20051022,6,4.3,12.0,0.89,1.0004,0.0,0.6,12.4,False
20051023,6,1.8,8.0,0.93,1.0117,0.58,2.3,10.7,False
20051024,8,4.2,13.0,0.95,1.0119,1.9,0.0,12.8,False
20051025,7,6.5,17.0,0.86,1.005,0.45,1.7,14.4,False
20051026,2,3.8,12.0,0.88,1.0156,0.0,6.6,14.1,False
20051027,0,3.5,8.0,0.82,1.0161,0.0,7.5,16.1,True
20051028,4,3.5,9.0,0.79,1.0144,0.0,4.0,16.3,True
20051029,5,3.0,7.0,0.82,1.0139,0.0,3.5,16.5,True
20051030,2,4.0,11.0,0.78,1.0123,0.0,7.9,16.5,True
20051031,7,3.5,9.0,0.8,1.0086,0.0,4.7,15.7,True
20051101,5,4.2,14.0,0.83,1.0132,0.02,5.1,12.2,False
20051102,8,4.6,11.0,0.92,1.011,0.62,0.0,12.4,False
20051103,4,5.5,14.0,0.77,1.0088,0.0,7.2,15.9,True
20051104,6,3.9,10.0,0.83,1.0129,0.01,1.5,12.4,False
20051105,3,3.7,10.0,0.85,1.0206,0.0,6.6,8.9,False
20051106,3,5.1,11.0,0.81,1.0207,0.1,7.6,11.3,False
20051107,6,3.5,8.0,0.91,1.0203,0.08,2.9,11.1,False
20051108,3,4.0,9.0,0.85,1.0181,0.0,4.6,11.6,False
20051109,3,2.2,7.0,0.88,1.0215,0.0,0.8,8.5,False
20051110,5,4.1,12.0,0.92,1.0304,0.13,2.2,8.2,False
20051111,8,5.3,12.0,0.89,1.0225,0.11,0.7,12.1,False
20051112,8,3.0,10.0,0.9,1.0151,0.23,0.7,9.3,False
20051113,3,1.2,4.0,0.92,1.0233,0.0,7.0,7.1,False
20051114,2,2.5,9.0,0.88,1.0238,0.0,6.5,5.2,False
20051115,8,2.9,9.0,0.95,1.0078,0.68,0.0,7.9,False
20051116,6,2.6,14.0,0.9,1.0025,1.1,2.9,5.5,False
20051117,5,1.8,8.0,0.93,1.0115,0.43,2.3,4.0,False
20051118,1,1.5,8.0,0.91,1.0216,0.03,6.8,2.9,False
20051119,5,1.3,5.0,0.91,1.0291,0.03,5.0,3.2,False
20051120,7,2.3,6.0,0.93,1.03,0.03,0.3,5.4,False
20051121,7,2.6,7.0,0.93,1.0322,0.01,0.4,6.4,False
20051122,6,1.4,4.0,0.88,1.0386,0.0,0.2,2.5,False
20051123,8,0.9,3.0,0.93,1.0352,0.13,0.0,3.9,False
20051124,8,4.0,13.0,0.94,1.0084,1.27,0.0,4.3,False
20051125,8,6.8,23.0,0.93,0.9789,4.25,0.0,2.4,False
20051126,8,2.8,9.0,0.96,0.9844,0.09,0.0,1.8,False
20051127,8,1.4,4.0,0.96,0.9922,0.37,0.3,1.1,False
20051128,7,2.1,6.0,0.95,0.9967,0.0,2.7,2.1,False
20051129,6,2.2,8.0,0.94,1.0044,0.04,4.1,3.0,False
20051130,5,3.6,8.0,0.9,1.0109,0.0,3.2,2.9,False
20051201,3,4.8,9.0,0.8,1.0067,0.0,6.5,1.7,False
20051202,5,5.7,12.0,0.81,0.9941,0.01,0.3,3.3,False
20051203,7,5.1,11.0,0.84,0.9922,0.12,0.0,7.2,False
20051204,8,3.6,9.0,0.9,0.9922,0.47,0.7,7.7,False
20051205,7,3.3,8.0,0.94,0.9963,0.53,2.2,6.2,False
20051206,8,2.7,7.0,0.95,1.0034,0.07,1.6,5.8,False
20051207,6,2.7,10.0,0.9,1.0114,0.39,2.5,6.2,False
20051208,5,2.1,6.0,0.92,1.0187,0.0,4.3,4.1,False
20051209,6,1.6,5.0,0.98,1.0374,0.0,2.6,1.0,False
20051210,8,1.0,3.0,0.98,1.0419,0.0,0.0,-1.2,False
20051211,8,1.8,4.0,0.91,1.0379,0.0,0.0,3.4,False
20051212,6,2.5,10.0,0.9,1.0354,0.0,2.3,6.0,False
20051213,8,2.0,6.0,0.83,1.0346,0.0,0.0,6.6,False
20051214,7,2.3,7.0,0.9,1.0266,0.12,4.7,6.7,False
20051215,4,3.8,10.0,0.84,1.0175,0.06,1.5,8.1,False
20051216,4,5.3,17.0,0.82,1.0037,1.36,1.6,6.2,False
20051217,5,3.3,14.0,0.84,1.0111,0.21,0.9,1.5,False
20051218,6,2.6,8.0,0.89,1.0193,0.18,3.4,1.6,False
20051219,5,3.2,11.0,0.92,1.0201,0.21,3.2,4.3,False
20051220,8,2.7,6.0,0.95,1.0286,0.0,0.0,4.5,False
20051221,8,3.6,10.0,0.96,1.0303,0.15,0.0,5.3,False
20051222,8,2.5,7.0,0.96,1.0277,0.18,0.7,7.6,False
20051223,8,3.1,8.0,0.92,1.0247,0.0,0.0,7.8,False
20051224,7,2.3,8.0,0.94,1.0227,0.0,1.4,7.1,False
20051225,5,2.2,7.0,0.9,1.0226,0.01,6.3,4.5,False
20051226,5,2.4,10.0,0.91,1.0151,0.25,3.9,1.7,False
20051227,7,4.0,11.0,0.84,1.0125,0.01,2.1,-1.2,False
20051228,4,3.3,9.0,0.82,1.0139,0.0,5.3,-2.0,False
20051229,5,2.5,8.0,0.96,1.0138,0.0,5.0,-1.7,False
20051230,7,5.4,15.0,0.87,1.0069,1.11,0.7,-1.2,False
20051231,8,4.7,11.0,0.96,0.9946,0.21,0.5,4.5,False
20060101,8,2.4,8.0,0.95,1.0037,0.0,0.0,4.0,False
20060102,4,1.3,6.0,0.96,1.0226,0.0,2.3,1.5,False
20060103,5,1.6,5.0,0.91,1.0297,0.0,5.7,-0.2,False
20060104,7,2.9,9.0,0.9,1.031,0.0,0.7,1.6,False
20060105,8,4.6,12.0,0.87,1.0234,0.0,0.0,0.7,False
20060106,8,3.8,8.0,0.89,1.023,0.0,0.0,1.9,False
20060107,7,3.4,7.0,0.9,1.0263,0.0,4.4,2.0,False
20060108,6,3.2,6.0,0.88,1.0274,0.0,0.0,1.9,False
20060109,1,2.3,5.0,0.92,1.0282,0.0,6.5,-0.6,False
20060110,7,3.9,10.0,0.95,1.0261,0.0,1.0,2.2,False
20060111,8,4.4,11.0,0.98,1.0239,0.47,0.0,3.6,False
20060112,8,2.5,8.0,0.96,1.0323,0.0,0.0,1.9,False
20060113,3,3.4,8.0,0.91,1.028,0.0,6.1,1.2,False
20060114,1,3.5,7.0,0.86,1.0264,0.0,6.9,1.0,False
20060115,0,3.2,7.0,0.84,1.0217,0.0,6.9,-1.6,False
20060116,5,4.2,8.0,0.85,1.015,0.07,3.9,0.7,False
20060117,8,3.9,12.0,0.95,1.003,0.49,0.2,5.3,False
